ART_GRP_SE,ARCHV_ARTST_NM,NM,VRIT_MARK_CN,REALM_CL,ACT_RELM_CN,BIRTH_YEAR,RSRCH_MAN_NM,URL
ARTGR,예술단체,서귀포 예술의전당,,공연장,,,,https://www.daarts.or.kr/handle/11080/33925
FARTST,미술작가,유희영,Ryu hee young,미술작가,,1940,,https://www.daarts.or.kr/handle/11080/19490
ARTST,예술인,안진희,,시각예술,회화,1965,,https://www.daarts.or.kr/handle/11080/135932
FARTST,미술작가,최병상,Choi byeong sang,조각,,1937,,https://www.daarts.or.kr/handle/11080/19636
ARTST,예술인,오광섭,Oh kwang seob,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19458
FARTST,미술작가,김용식,Kim yong sik,회화,,1954,,https://www.daarts.or.kr/handle/11080/19296
ARTST,예술인,김익영,Kim yik yung,시각예술,미술작가,1935,,https://www.daarts.or.kr/handle/11080/19303
ARTST,예술인,박현숙,朴賢淑,공연예술,극작가,1926,,https://www.daarts.or.kr/handle/11080/6199
ARTGR,예술단체,성남아트센터,,공연장,,,,https://www.daarts.or.kr/handle/11080/27253
ARTST,예술인,김정호,KIM Jeongho,창작음악,한국현대음악,1965,,https://www.daarts.or.kr/handle/11080/49186
ARTST,예술인,이구열,"李龜烈, 호: 청여(靑餘)",시각예술,"미술언론, 미술평론, 미술사",1932,,https://www.daarts.or.kr/handle/11080/120011
ARTST,예술인,이명미,Lee myung mi,시각예술,미술작가,1950,,https://www.daarts.or.kr/handle/11080/19509
ARTST,예술인,김명희,Kim myung hee,시각예술,미술작가,1949,,https://www.daarts.or.kr/handle/11080/10842
FARTST,미술작가,민병헌,Min byung hun,사진,,1955,,https://www.daarts.or.kr/handle/11080/19358
FARTST,미술작가,석난희,Suk ran hi,회화,,1939,,https://www.daarts.or.kr/handle/11080/19418
DIC,구술채록,김석출,金石出,공연예술,전통연희,1922,장장식,https://www.daarts.or.kr/handle/11080/16156
FARTST,미술작가,신옥주,Shin Ok Joo,조각,,1954,,https://www.daarts.or.kr/handle/11080/19433
ARTGR,예술단체,대학로예술극장,,공연장,,,,https://www.daarts.or.kr/handle/11080/27252
ARTST,예술인,이강규,"李康規, LEE Kang-Gyu",창작음악,한국현대음악,1975,,https://www.daarts.or.kr/handle/11080/84261
DIC,구술채록,김옥진,金玉振,공연예술,무용,1936,유시현,https://www.daarts.or.kr/handle/11080/33888
DIC,구술채록,김기율,金基律,시각예술,시각기타,1922,손상익,https://www.daarts.or.kr/handle/11080/16099
DIC,구술채록,나인용,羅仁容,공연예술,음악,1936,이남재,https://www.daarts.or.kr/handle/11080/23390
DIC,구술채록,전상수,田相秀,시각예술,회화,1929,권행가,https://www.daarts.or.kr/handle/11080/16792
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135989
FARTST,미술작가,심문섭,Shim moon seup,조각,,1942,,https://www.daarts.or.kr/handle/11080/19437
ARTST,예술인,안성금,An seong keum,시각예술,미술작가,1958,,https://www.daarts.or.kr/handle/11080/19445
ARTST,예술인,권영우,Kwon young woo,시각예술,한국화,1926,,https://www.daarts.or.kr/handle/11080/19238
FARTST,미술작가,정종미,Jeong jong mee,회화,,1957,,https://www.daarts.or.kr/handle/11080/19600
FARTST,미술작가,하태진,河泰瑨,회화,,1945,,https://www.daarts.or.kr/handle/11080/5923
ARTST,예술인,장윤석,JANG Yoon Suk,창작음악,한국현대음악,1976,,https://www.daarts.or.kr/handle/11080/49320
ARTST,예술인,목진덕,,공연예술,연극,1967,,https://www.daarts.or.kr/handle/11080/134626
DIC,구술채록,장기인,張起仁,시각예술,건축,1916,우동선,https://www.daarts.or.kr/handle/11080/16763
ARTST,예술인,신만식,Shin Man-sik,창작음악,한국현대음악,1977,,https://www.daarts.or.kr/handle/11080/48917
ARTST,예술인,윤석구,Yoon seok koo,시각예술,미술작가,1947,,https://www.daarts.or.kr/handle/11080/19494
ARTST,예술인,김아타,Kim a tta,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19288
ARTST,예술인,박명숙,박명숙,공연예술,무용,1950,,https://www.daarts.or.kr/handle/11080/48249
ARTST,예술인,조동화,趙東華,공연예술,평론,1922,,https://www.daarts.or.kr/handle/11080/6258
DIC,구술채록,정범태,鄭範泰,공연예술,무용,1928,최해리,https://www.daarts.or.kr/handle/11080/88453
FARTST,미술작가,홍정희,Hong jung hee,회화,,1945,,https://www.daarts.or.kr/handle/11080/19676
ARTST,예술인,박홍천,"Park, HongChun",시각예술,미술작가,1960,,https://www.daarts.or.kr/handle/11080/19397
ARTST,예술인,안두진,AHN Doo-Jin,창작음악,한국현대음악,1955,,https://www.daarts.or.kr/handle/11080/58960
ARTST,예술인,전광영,Chun kwang young,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19577
ARTST,예술인,한대섭,HAN DaeSeob,창작음악,한국현대음악,1977,,https://www.daarts.or.kr/handle/11080/58326
FARTST,미술작가,김경승,Kim kyung seung,조각,,1915,,https://www.daarts.or.kr/handle/11080/19255
ARTST,예술인,곽남신,Kwak nam sin,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19228
ARTST,예술인,유병은,유병은,창작음악,한국현대음악,1952,,https://www.daarts.or.kr/handle/11080/80053
FARTST,미술작가,신상호,Shin sang ho,공예,,1947,,https://www.daarts.or.kr/handle/11080/19431
ARTST,예술인,김윤성,金潤成,문학,시,1926,,https://www.daarts.or.kr/handle/11080/5719
ARTST,예술인,안필연,Ahn pil yun,시각예술,미술작가,1960,,https://www.daarts.or.kr/handle/11080/19449
FARTST,미술작가,한애규,Hahn ai kyu,공예,,1953,,https://www.daarts.or.kr/handle/11080/19654
ARTST,예술인,안기영,安基永,창작음악,한국현대음악,1900,,https://www.daarts.or.kr/handle/11080/163370
ARTST,예술인,정범태,鄭範泰,공연예술,공연사진,1928,,https://www.daarts.or.kr/handle/11080/88451
FARTST,미술작가,정재철,Joung jae choul,조각,,1959,,https://www.daarts.or.kr/handle/11080/19598
FARTST,미술작가,이인실,Lee in sil,회화,,1934,,https://www.daarts.or.kr/handle/11080/5907
ARTST,예술인,정현도,Jeong hyun do,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19606
FARTST,미술작가,박영숙,Park young sook,사진,,1942,,https://www.daarts.or.kr/handle/11080/19387
ARTST,예술인,김동진,"金東振, KIM DongJin",창작음악,한국현대음악,1913,,https://www.daarts.or.kr/handle/11080/167764
ARTST,예술인,윤현진,YUN Hyun-Jin,창작음악,한국현대음악,1982,,https://www.daarts.or.kr/handle/11080/61819
FARTST,미술작가,김종학,Kim jong hak,회화,,1954,,https://www.daarts.or.kr/handle/11080/19312
ARTST,예술인,오경화,Oh kyung hwa,시각예술,미술작가,1960,,https://www.daarts.or.kr/handle/11080/19456
ARTST,예술인,이건용,"李建鏞, LEE Geon-Yong",창작음악,한국현대음악,1947,,https://www.daarts.or.kr/handle/11080/163413
ARTST,예술인,송준영,宋埻英,공연예술,한국무용,1936,,https://www.daarts.or.kr/handle/11080/24108
ARTST,예술인,곽계정,Goak gae jeong,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19227
FARTST,미술작가,서도식,Seo do sik,공예,,1956,,https://www.daarts.or.kr/handle/11080/19411
ARTST,예술인,금수현,"金守賢, GEUM Soohyeon",창작음악,한국현대음악,1919,,https://www.daarts.or.kr/handle/11080/69891
ARTST,예술인,김소원,金素媛,대중예술,성우,1933,,https://www.daarts.or.kr/handle/11080/60735
DIC,구술채록,김경란,金京蘭,공연예술,무용,1956,최해리,https://www.daarts.or.kr/handle/11080/73742
FARTST,미술작가,홍미선,Hong mi sun,사진,,1960,,https://www.daarts.or.kr/handle/11080/19666
ARTST,예술인,황유엽,Hwang you yop,시각예술,미술작가,1916,,https://www.daarts.or.kr/handle/11080/19683
ARTST,예술인,한말숙,韓末淑,문학,소설,1931,,https://www.daarts.or.kr/handle/11080/5660
ARTST,예술인,나인용,"羅仁容, LA In Yong",창작음악,한국현대음악,1936,,https://www.daarts.or.kr/handle/11080/49222
FARTST,미술작가,한기창,Han ki chang,시각기타,,1966,,https://www.daarts.or.kr/handle/11080/19651
DIC,구술채록,김온경,金昷慶,공연예술,무용,1938,이희나,https://www.daarts.or.kr/handle/11080/24911
DIC,구술채록,송계일,宋桂一,시각예술,회화,1940,이정은,https://www.daarts.or.kr/handle/11080/16427
ARTST,예술인,이정진,Lee jung jin,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19545
ARTST,예술인,이종빈,Lee jong bin,시각예술,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19550
ARTST,예술인,전뢰진,Joen roi jin,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19578
ARTST,예술인,김형근,金泂菫,시각예술,서양화(미술작가 500인),1930,,https://www.daarts.or.kr/handle/11080/19334
ARTST,예술인,고성원,高成源,대중예술,드라마 연출,1937,,https://www.daarts.or.kr/handle/11080/73242
ARTST,예술인,홍성담,Hong sung dam,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19667
DIC,구술채록,이은관,李殷官,공연예술,음악,1917,윤중강,https://www.daarts.or.kr/handle/11080/16687
FARTST,미술작가,이강우,Lee kang woo,사진,,1965,,https://www.daarts.or.kr/handle/11080/19501
ARTST,예술인,송수련,Song soo ryun,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19428
FARTST,미술작가,박돈,Bhak dorn,회화,,1928,,https://www.daarts.or.kr/handle/11080/19368
FARTST,미술작가,이재삼,Lee jae sam,회화,,1960,,https://www.daarts.or.kr/handle/11080/19540
DIC,구술채록,조경희,趙敬姬,문학,문학,1918,전승주,https://www.daarts.or.kr/handle/11080/16867
ARTST,예술인,김보희,Kim bo hie,시각예술,미술작가,1952,,https://www.daarts.or.kr/handle/11080/19273
ARTST,예술인,문장원,文章垣,공연예술,"민속춤, 동래야류",1917,,https://www.daarts.or.kr/handle/11080/6204
ARTST,예술인,유영국,Yoo young kuk,시각예술,미술작가,1916,,https://www.daarts.or.kr/handle/11080/19485
ARTST,예술인,박애정,Park ad jong,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19383
ARTST,예술인,이수인,"李秀仁, LEE Suin",창작음악,한국현대음악,1939,,https://www.daarts.or.kr/handle/11080/69893
ARTST,예술인,주영자,JooYoung-ja,,창작음악,,,https://www.daarts.or.kr/handle/11080/96775
ARTST,예술인,엄태정,Um tai jung,시각예술,미술작가,1938,,https://www.daarts.or.kr/handle/11080/19454
ARTST,예술인,엄재민,,시각예술,미술이론,1926,,https://www.daarts.or.kr/handle/11080/134441
FARTST,미술작가,조순호,Cho soon ho,회화,,1955,,https://www.daarts.or.kr/handle/11080/19614
ARTGR,예술단체,무빙 이미지그룹 반달,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33924
DIC,구술채록,노라노,"Nora Noh, 본명 노명자(盧明子)",시각예술,디자인,1928,박신미,https://www.daarts.or.kr/handle/11080/26412
FARTST,미술작가,안성금,An seong keum,설치,,1958,,https://www.daarts.or.kr/handle/11080/19445
DIC,구술채록,송민구,宋玟求,시각예술,건축,1920,우동선,https://www.daarts.or.kr/handle/11080/16429
ARTGR,예술단체,한국문화예술위원회 아르코예술기록원,,기타,,,,https://www.daarts.or.kr/handle/11080/21629
DIC,구술채록,원중식,元仲植,시각예술,서예,1941,이동국,https://www.daarts.or.kr/handle/11080/16555
ARTST,예술인,이영수,Lee young su,시각예술,미술작가,1944,,https://www.daarts.or.kr/handle/11080/19530
ARTST,예술인,황용진,Hwang yong jin,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19682
FARTST,미술작가,김근중,Kim keun joong,회화,,1955,,https://www.daarts.or.kr/handle/11080/19260
FARTST,미술작가,이열모,Lee yul mo,회화,,1933,,https://www.daarts.or.kr/handle/11080/19528
DIC,구술채록,조동화,趙東華,공연예술,무용,1922,성기숙,https://www.daarts.or.kr/handle/11080/16887
ARTST,예술인,최승식,"崔勝植, CHOI Seungsik",창작음악,한국현대음악,1965,,https://www.daarts.or.kr/handle/11080/58920
FARTST,미술작가,박실,Park sil,설치,,1951,,https://www.daarts.or.kr/handle/11080/19382
DIC,구술채록,조광,"趙洸, 본명 조무(趙茂)",공연예술,무용,1929,안나용,https://www.daarts.or.kr/handle/11080/16876
FARTST,미술작가,이재효,Lee jae hyo,조각,,1965,,https://www.daarts.or.kr/handle/11080/19541
FARTST,미술작가,김춘옥,Kim chun ok,회화,,1946,,https://www.daarts.or.kr/handle/11080/19330
FARTST,미술작가,허계,Heo gye,회화,,1944,,https://www.daarts.or.kr/handle/11080/19662
ARTST,예술인,이준,"Lee, Joon",시각예술,미술작가,1919,,https://www.daarts.or.kr/handle/11080/19551
ARTST,예술인,김천욱,KIM Cheonwook,창작음악,한국현대음악,1968,,https://www.daarts.or.kr/handle/11080/48850
ARTST,예술인,성기점,Sung kee jeoum,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19422
ARTST,예술인,황성호,"黃聖浩, HWANG Sung Ho",창작음악,한국현대음악,1955,,https://www.daarts.or.kr/handle/11080/82809
ARTST,예술인,강경구,Kang kyung koo,시각예술,미술작가,1952,,https://www.daarts.or.kr/handle/11080/19200
ARTST,예술인,송향숙,Song Hyang-sook,창작음악,한국현대음악,1978,,https://www.daarts.or.kr/handle/11080/52239
ARTST,예술인,현제명,"玄濟明, HYUN Jae-Myung",창작음악,한국현대음악,1902,,https://www.daarts.or.kr/handle/11080/163374
DIC,구술채록,하유상,"河有祥, 본명 하동열(河東烈)",공연예술,연극,1928,이인순,https://www.daarts.or.kr/handle/11080/23070
ARTST,예술인,이은화,LEE Eunhwa,창작음악,한국현대음악,1969,,https://www.daarts.or.kr/handle/11080/52171
ARTST,예술인,홍재웅,,공연예술,연극,1966,,https://www.daarts.or.kr/handle/11080/92472
FARTST,미술작가,강정완,Kang jeong wan,회화,,1933,,https://www.daarts.or.kr/handle/11080/19214
ARTST,예술인,박준상,"朴俊相, BAHK Junsang",창작음악,한국현대음악,1937,,https://www.daarts.or.kr/handle/11080/87319
ARTST,예술인,윤목,,시각예술,시각기타,1993,,https://www.daarts.or.kr/handle/11080/136065
FARTST,미술작가,한영섭,Han young sup,회화,,1941,,https://www.daarts.or.kr/handle/11080/19655
ARTST,예술인,박선희,Park sun hee,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19377
ARTST,예술인,임지선,林志宣,창작음악,한국현대음악,1960,,https://www.daarts.or.kr/handle/11080/51279
DIC,구술채록,황창호,黃昌鎬,공연예술,무용,1936,윤지현,https://www.daarts.or.kr/handle/11080/17020
ARTST,예술인,이두현,李杜鉉,공연예술,"평론, 연극학",1924,,https://www.daarts.or.kr/handle/11080/6484
ARTST,예술인,이인현,Lee in hyeon,시각예술,미술작가,1956,,https://www.daarts.or.kr/handle/11080/19538
FARTST,미술작가,이성자,Seundja Rhee,회화,,1918,,https://www.daarts.or.kr/handle/11080/19519
FARTST,미술작가,송계일,宋桂一,회화,,1940,,https://www.daarts.or.kr/handle/11080/5868
DIC,구술채록,엄옥자,嚴玉子,공연예술,무용,1943,최찬열,https://www.daarts.or.kr/handle/11080/33891
ARTST,예술인,최민식,Choi min sick,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19635
ARTST,예술인,민정기,Min joung ki,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19360
FARTST,미술작가,김대열,Kim Daeyeoul,회화,,1952,,https://www.daarts.or.kr/handle/11080/19266
DIC,구술채록,김녹촌,金鹿村,문학,문학,1927,김성수,https://www.daarts.or.kr/handle/11080/16114
ARTST,예술인,안혜윤,AHN Hye-yoon,창작음악,한국현대음악,1980,,https://www.daarts.or.kr/handle/11080/58511
ARTST,예술인,한기주,Han ki joo,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19650
ARTST,예술인,백은숙,BAEK Eun Sook,창작음악,한국현대음악,1982,,https://www.daarts.or.kr/handle/11080/88330
ARTST,예술인,전무송,全茂松,공연예술,배우,1941,,https://www.daarts.or.kr/handle/11080/73660
ARTST,예술인,박영대,Park young dae,시각예술,미술작가,1942,,https://www.daarts.or.kr/handle/11080/19386
ARTST,예술인,이종구,"李鍾九, YI Zong-gu",창작음악,한국현대음악,1948,,https://www.daarts.or.kr/handle/11080/320894
ARTST,예술인,강연균,Kang yeon gyun,시각예술,미술작가,1940,,https://www.daarts.or.kr/handle/11080/19209
ARTST,예술인,김문숙,金文淑,공연예술,신무용,1928,,https://www.daarts.or.kr/handle/11080/6253
ARTST,예술인,성용원,SUNG YongWon,창작음악,한국현대음악,1977,,https://www.daarts.or.kr/handle/11080/49563
ARTST,예술인,김기린,Kim gui line,시각예술,미술작가,1936,,https://www.daarts.or.kr/handle/11080/19262
FARTST,미술작가,김인겸,Kim in kyum,조각,,1945,,https://www.daarts.or.kr/handle/11080/19304
ARTST,예술인,강준일,"姜駿一, KANG Joonil",창작음악,한국현대음악,1944,,https://www.daarts.or.kr/handle/11080/163411
ARTST,예술인,송민구,宋玟求,시각예술,건축,1920,,https://www.daarts.or.kr/handle/11080/5974
ARTST,예술인,박노수,Park no soo,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19366
FARTST,미술작가,설원기,Sul won gi,회화,,1951,,https://www.daarts.or.kr/handle/11080/19421
ARTST,예술인,한계원,한계원,시각예술,조각,1949,,https://www.daarts.or.kr/handle/11080/70410
